Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-09-30 00:00:00-04:00,140.44680154345667,142.25607539453804,137.18614652081385,137.3849639892578,124925300,0.0,0.0
2022-10-03 00:00:00-04:00,137.39493864385264,142.22627829533494,136.87800100085533,141.60992431640625,114311700,0.0,0.0
2022-10-04 00:00:00-04:00,144.17470620314427,145.35769078436775,143.40924291491683,145.2384033203125,87830100,0.0,0.0
2022-10-05 00:00:00-04:00,143.220360264566,146.51083724600878,142.16659883003666,145.53660583496094,79471000,0.0,0.0
2022-10-06 00:00:00-04:00,144.9501057820799,146.6698991289563,144.36358885580452,144.5723419189453,68402200,0.0,0.0
2022-10-07 00:00:00-04:00,141.69937270940258,142.2560828866865,138.62759942908176,139.26382446289062,85925600,0.0,0.0
2022-10-10 00:00:00-04:00,139.59188842773438,141.05322049627733,137.7528076774363,139.59188842773438,74899000,0.0,0.0
2022-10-11 00:00:00-04:00,139.0749424101852,140.51640326068497,137.4048573864025,138.16036987304688,77033700,0.0,0.0
2022-10-12 00:00:00-04:00,138.30948889206942,139.53223074821074,137.3452082311643,137.52413940429688,70433700,0.0,0.0
2022-10-13 00:00:00-04:00,134.1939081474954,142.74318094195408,133.57755425418063,142.146728515625,113224000,0.0,0.0
2022-10-14 00:00:00-04:00,143.45894005117427,143.6677082660222,137.37503715128264,137.5639190673828,88598000,0.0,0.0
2022-10-17 00:00:00-04:00,140.23806602152203,142.05726049529892,139.44278087964219,141.57015991210938,85250900,0.0,0.0
2022-10-18 00:00:00-04:00,144.63199622376135,145.83485190424906,139.78077056471744,142.90225219726562,99136600,0.0,0.0
2022-10-19 00:00:00-04:00,140.85441094634697,144.0951802175494,140.6655290104199,143.01161193847656,61758300,0.0,0.0
2022-10-20 00:00:00-04:00,142.17655944712342,145.02962908215443,141.80873116685106,142.54437255859375,64522000,0.0,0.0
2022-10-21 00:00:00-04:00,142.02742886267407,146.97807056680443,141.80872508447706,146.4014892578125,86548600,0.0,0.0
2022-10-24 00:00:00-04:00,146.32195253704597,149.34401752752342,145.13896810969175,148.56861877441406,75981900,0.0,0.0
2022-10-25 00:00:00-04:00,149.20485846245998,151.59071384961732,148.47916779777063,151.44158935546875,74732300,0.0,0.0
2022-10-26 00:00:00-04:00,150.06972874670515,151.09365316737305,147.16693593041032,148.46922302246094,88194300,0.0,0.0
2022-10-27 00:00:00-04:00,147.1967799449892,148.17099625023823,143.2800132558345,143.94606018066406,109180200,0.0,0.0
2022-10-28 00:00:00-04:00,147.32602068604265,156.57117905444696,146.94827196565024,154.82156372070312,164762400,0.0,0.0
2022-10-31 00:00:00-04:00,152.25676826368507,153.33040096532707,151.02407549465843,152.43569946289062,97943200,0.0,0.0
2022-11-01 00:00:00-04:00,154.16543331735568,154.53324642602882,148.2505258700241,149.7615509033203,80379300,0.0,0.0
2022-11-02 00:00:00-04:00,148.07157822100177,151.2725897845585,144.14487601168517,144.17469787597656,93604600,0.0,0.0
2022-11-03 00:00:00-04:00,141.22221311216924,141.95785449789213,137.93173592890952,138.06097412109375,97918500,0.0,0.0
2022-11-04 00:00:00-04:00,141.4863442652948,142.06388202909318,133.80910777144902,137.7921142578125,140814800,0.23,0.0
2022-11-07 00:00:00-05:00,136.52751065278036,138.55883735297928,135.09362583195076,138.32981872558594,83374600,0.0,0.0
2022-11-08 00:00:00-05:00,139.81350159651424,140.82915740359348,136.90590841933505,138.90736389160156,89908500,0.0,0.0
2022-11-09 00:00:00-05:00,137.91161113901825,137.96140176306002,134.01821832601487,134.29702758789062,74917800,0.0,0.0
2022-11-10 00:00:00-05:00,140.63996153548408,146.24603271484375,138.90734828065118,146.24603271484375,118854000,0.0,0.0
2022-11-11 00:00:00-05:00,145.20050476633057,149.37269118329988,143.75665279950027,149.0640106201172,93979700,0.0,0.0
2022-11-14 00:00:00-05:00,148.3371260080859,149.64155825167242,146.80365994304128,147.65005493164062,73374100,0.0,0.0
2022-11-15 00:00:00-05:00,151.5733191551412,152.9374940695624,147.9288644268723,149.40257263183594,89868300,0.0,0.0
2022-11-16 00:00:00-05:00,148.4964498019785,149.23329630566616,146.66425520159535,148.1578826904297,64218300,0.0,0.0
2022-11-17 00:00:00-05:00,145.80791337597523,150.83646247349148,145.52910411694936,150.07969665527344,80389400,0.0,0.0
2022-11-18 00:00:00-05:00,151.66294888657788,152.05129146714484,149.33289340317629,150.64727783203125,74829600,0.0,0.0
2022-11-21 00:00:00-05:00,149.5220702151217,149.73116955132988,147.09243377751235,147.38119506835938,58724100,0.0,0.0
2022-11-22 00:00:00-05:00,147.50069818193344,149.78096279681515,146.30578403537697,149.54197692871094,51804100,0.0,0.0
2022-11-23 00:00:00-05:00,148.81507941037853,151.18497317327697,148.7055461223295,150.42820739746094,58301400,0.0,0.0
2022-11-25 00:00:00-05:00,147.6799212121765,148.24750693206525,146.4949743462733,147.48077392578125,35195900,0.0,0.0
2022-11-28 00:00:00-05:00,144.52340482763742,146.01703241584943,142.77088726062956,143.60731506347656,69246000,0.0,0.0
