Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-10-01,140.44680154345667,142.25607539453804,137.18614652081385,137.3849639892578,124925300.0,0.0,0.0
2022-10-02,140.44680154345667,142.25607539453804,137.18614652081385,137.3849639892578,124925300.0,0.0,0.0
2022-10-03,140.44680154345667,142.25607539453804,137.18614652081385,137.3849639892578,124925300.0,0.0,0.0
2022-10-04,137.39493864385264,142.22627829533494,136.8780010008553,141.60992431640625,114311700.0,0.0,0.0
2022-10-05,144.17470620314427,145.35769078436775,143.40924291491683,145.2384033203125,87830100.0,0.0,0.0
2022-10-06,143.220360264566,146.51083724600878,142.16659883003666,145.53660583496094,79471000.0,0.0,0.0
2022-10-07,144.9501057820799,146.6698991289563,144.36358885580452,144.5723419189453,68402200.0,0.0,0.0
2022-10-08,141.69937270940258,142.2560828866865,138.62759942908176,139.26382446289062,85925600.0,0.0,0.0
2022-10-09,141.69937270940258,142.2560828866865,138.62759942908176,139.26382446289062,85925600.0,0.0,0.0
2022-10-10,141.69937270940258,142.2560828866865,138.62759942908176,139.26382446289062,85925600.0,0.0,0.0
2022-10-11,139.59188842773438,141.05322049627733,137.7528076774363,139.59188842773438,74899000.0,0.0,0.0
2022-10-12,139.0749424101852,140.51640326068497,137.4048573864025,138.16036987304688,77033700.0,0.0,0.0
2022-10-13,138.30948889206942,139.53223074821074,137.3452082311643,137.52413940429688,70433700.0,0.0,0.0
2022-10-14,134.1939081474954,142.74318094195408,133.57755425418063,142.146728515625,113224000.0,0.0,0.0
2022-10-15,143.45894005117427,143.6677082660222,137.37503715128264,137.5639190673828,88598000.0,0.0,0.0
2022-10-16,143.45894005117427,143.6677082660222,137.37503715128264,137.5639190673828,88598000.0,0.0,0.0
2022-10-17,143.45894005117427,143.6677082660222,137.37503715128264,137.5639190673828,88598000.0,0.0,0.0
2022-10-18,140.23806602152203,142.05726049529892,139.4427808796422,141.57015991210938,85250900.0,0.0,0.0
2022-10-19,144.63199622376135,145.83485190424906,139.78077056471744,142.90225219726562,99136600.0,0.0,0.0
2022-10-20,140.85441094634697,144.0951802175494,140.6655290104199,143.01161193847656,61758300.0,0.0,0.0
2022-10-21,142.17655944712342,145.02962908215443,141.80873116685106,142.54437255859375,64522000.0,0.0,0.0
2022-10-22,142.02742886267407,146.97807056680443,141.80872508447706,146.4014892578125,86548600.0,0.0,0.0
2022-10-23,142.02742886267407,146.97807056680443,141.80872508447706,146.4014892578125,86548600.0,0.0,0.0
